law,seed,n_panels,k,estimator,gamma3,gamma4,gamma6,g3,kappa,mean_bias,mean_variance,mean_mse,density_bias,density_variance,density_mse,convergence_rate,guard_accept_rate,mean_iterations
uniform_0_2,31,6000,8,pmm3_location_raw,-0.0032320154726738375,-1.185399571686799,6.7131958190543735,0.31273971990156724,0.4188599233994687,-0.0041173042967131,0.030492253634338766,0.03050412378673811,0.04514276858484995,0.07806426389282005,0.08008912273767657,0.988,1.0,4.5375
uniform_0_2,31,6000,8,pmm3_location_guarded,-0.0032320154726738375,-1.185399571686799,6.7131958190543735,0.31273971990156724,0.4188599233994687,-7.851653013618225e-05,0.027621241433395786,0.027616644058002397,0.03187289147913987,0.042020282640455674,0.04302916047125662,0.988,0.9455,4.5375
uniform_0_2,43,6000,8,mean_mle,0.0009053894610891159,-1.1956178676201945,6.808429941526601,0.30195632993548427,0.4302497941526284,-4.381680203853951e-17,0.041474403268550356,0.0414674908680056,0.04763096767083037,0.06120361068089189,0.06346211916037144,1.0,1.0,0.0
uniform_0_2,43,6000,8,pmm3_location_raw,0.0009053894610891159,-1.1956178676201945,6.808429941526601,0.30195632993548427,0.4302497941526284,-0.0041519349991964985,0.030840873307934547,0.03085297172662078,0.04773518455573935,0.10056960385611291,0.10283149010004074,0.992,1.0,4.3325
uniform_0_2,43,6000,8,pmm3_location_guarded,0.0009053894610891159,-1.1956178676201945,6.808429941526601,0.30195632993548427,0.4302497941526284,-0.0017089520869673063,0.027762994140979838,0.02776128749252522,0.0348873937723638,0.04699806292016842,0.04820736015390969,0.992,0.9541666666666667,4.3325
uniform_0_2,11,6000,16,mean_mle,-0.0016487822626859194,-1.2026040740003183,6.883577573192007,0.2979817284559255,0.429329085983821,2.9309887850104134e-17,0.021008616433284364,0.02100511499721215,0.022458200464722352,0.025189425079671583,0.025689597610271966,1.0,1.0,0.0
uniform_0_2,11,6000,16,pmm3_location_raw,-0.0016487822626859194,-1.2026040740003183,6.883577573192007,0.2979817284559255,0.429329085983821,-0.0007308373316732988,0.010000543255343544,0.009999410621339687,0.011313515211656387,0.011882961469039988,0.012008976601906194,0.9985,1.0,3.3865
uniform_0_2,11,6000,16,pmm3_location_guarded,-0.0016487822626859194,-1.2026040740003183,6.883577573192007,0.2979817284559255,0.429329085983821,-0.0009671993800044971,0.010014550890470106,0.01001381727329571,0.011626535244394557,0.01201415536613104,0.0121473293286925,0.9985,0.9911666666666666,3.3865
uniform_0_2,17,6000,16,mean_mle,0.005296676066683558,-1.1963748878981788,6.819566735392147,0.3025446189872172,0.42964994406327406,2.9605947323337507e-19,0.02077384015464744,0.020770377847954997,0.022191176419895774,0.024873809448047086,0.025362112124038022,1.0,1.0,0.0
uniform_0_2,17,6000,16,pmm3_location_raw,0.005296676066683558,-1.1963748878981788,6.819566735392147,0.3025446189872172,0.42964994406327406,0.001341034699559816,0.010388582838964709,0.01038864978255697,0.010000382959250622,0.013853736531984883,0.013951435235227887,0.998,1.0,3.416
